"id","title","type","publication_date","publication_year","is_oa","oa_status","doi","issn","issn_l","publisher","author_institution_id","author_institution_ror","author_institution_raw"
"https://openalex.org/W4283715283","Assessing Architecture Conformance to Security-Related Practices in Infrastructure as Code Based Deployments","proceedings","2022-07-11",2022,TRUE,"","https://doi.org/10.5281/zenodo.6694962","","","","https://openalex.org/I129774422|https://openalex.org/I129774422|https://openalex.org/I100066346|https://openalex.org/I100066346|https://openalex.org/I100066346","https://ror.org/03prydq77|https://ror.org/03prydq77|https://ror.org/04vnq7t77|https://ror.org/04vnq7t77|https://ror.org/04vnq7t77","University of Vienna|University of Vienna|University of Stuttgart|University of Stuttgart|University of Stuttgart"
"https://openalex.org/W4286472674","From Shelters to Dwellings","monograph","2022-07-04",2022,FALSE,"","https://doi.org/10.14361/9783839458389","","","","https://openalex.org/I4577782","https://ror.org/03v4gjf40","Technische Universität Berlin, Deutschland"
"https://openalex.org/W4286472790","Von unmittelbarer Demokratie zur Repräsentation","monograph","2022-07-04",2022,FALSE,"","https://doi.org/10.14361/9783839463260","2702-9050|2702-9069","2702-9050","","https://openalex.org/I31512782","https://ror.org/05n911h24","Technische Universität Darmstadt, Deutschland"
"https://openalex.org/W4286472889","Kontrollräume und Raumkontrolle","monograph","2022-07-04",2022,FALSE,"","https://doi.org/10.14361/9783839462331","","","","https://openalex.org/I4577782","https://ror.org/03v4gjf40","Technische Universität Berlin, Deutschland"
"https://openalex.org/W4286721518","Informal Transactions of Low Income Houses in South Africa","monograph","2022-07-04",2022,FALSE,"","https://doi.org/10.14361/9783839462799","","","","https://openalex.org/I100066346","https://ror.org/04vnq7t77","Universität Stuttgart, Deutschland"
"https://openalex.org/W4282570549","Towards Automatic State Recovery for Replanning","proceedings","2022-06-16",2022,TRUE,"","https://doi.org/10.5281/zenodo.6637460","","","","https://openalex.org/I887968799|https://openalex.org/I183935753|https://openalex.org/I183935753|https://openalex.org/I887968799|https://openalex.org/I887968799","https://ror.org/04xfq0f34|https://ror.org/0220mzb33|https://ror.org/0220mzb33|https://ror.org/04xfq0f34|https://ror.org/04xfq0f34","Institute of Mechanism Theory, Machine Dynamics and Robotics, RWTH Aachen University|Department of Informatics, King's College London|Department of Informatics, King's College London|Institute of Mechanism Theory, Machine Dynamics and Robotics, RWTH Aachen University|Institute of Mechanism Theory, Machine Dynamics and Robotics, RWTH Aachen University"
"https://openalex.org/W4283693530","ON THE EXISTENCE OF THE CENTER OF ROTATION AROUND A SHEAR CRACK; NUMERICAL INSPECTION OF DIGITAL IMAGE CORRELATION MEASUREMENTS","proceedings","2022-06-14",2022,TRUE,"","https://doi.org/10.5281/zenodo.6772459","","","","https://openalex.org/I887968799","https://ror.org/04xfq0f34","Institute of Structural Concrete - RWTH Aachen University Aachen, Germany"
"https://openalex.org/W4282566307","Setting 6G Architecture in Motion - the Hexa-X Approach","proceedings","2022-06-13",2022,TRUE,"","https://doi.org/10.5281/zenodo.6638245","","","","https://openalex.org/I1306339040|https://openalex.org/I1306339040|https://openalex.org/I1306339040|https://openalex.org/I4210112089|https://openalex.org/I1296630153|||https://openalex.org/I78650965|https://openalex.org/I78650965|https://openalex.org/I108290504|https://openalex.org/I4210159457|https://openalex.org/I4210159457|https://openalex.org/I4210094487||https://openalex.org/I4210094487","https://ror.org/05a7rhx54|https://ror.org/05a7rhx54|https://ror.org/05a7rhx54|https://ror.org/023kmsj44||||https://ror.org/042aqky30|https://ror.org/042aqky30|https://ror.org/03ad39j10|https://ror.org/05nh5td39|https://ror.org/05nh5td39|https://ror.org/00m2x0g47||https://ror.org/00m2x0g47","Ericsson Research, Sweden|Ericsson Research, Sweden|Ericsson Research, Sweden|WINGS, Greece|TIM, Italy|UC3M, Spain|UC3M, Spain|Technische Universität Dresden, Germany|Technische Universität Dresden, Germany|University of Pisa, Italy|Nokia, Germany|Nokia, Germany|Intel, Germany|NTUA, Greece|Intel, Germany"
"https://openalex.org/W4283695771","Flexural behavior of CFRP reinforced beams: a case study with comparisons to steel reinforced elements","proceedings","2022-06-12",2022,TRUE,"","https://doi.org/10.5281/zenodo.6759404","","","","https://openalex.org/I887968799|https://openalex.org/I887968799|https://openalex.org/I887968799","https://ror.org/04xfq0f34|https://ror.org/04xfq0f34|https://ror.org/04xfq0f34","Institute of Structural Concrete, RWTH Aachen University, Germany|Institute of Structural Concrete, RWTH Aachen University, Germany|Institute of Structural Concrete, RWTH Aachen University, Germany"
"https://openalex.org/W4281381856","Exploring Sketch-based Sound Associations for Sonification","proceedings","2022-06-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6576697","","","","https://openalex.org/I78650965|https://openalex.org/I4210136249","https://ror.org/042aqky30|https://ror.org/03jqp6d56","Technische Universität Dresden, Chair of Media Design, Dresden, Germany|University of Applied Sciences Upper Austria, Hagenberg, Austria"
"https://openalex.org/W4283778182","Widerständige Ressource","monograph","2022-06-07",2022,TRUE,"hybrid","https://doi.org/10.14361/9783839461495","2703-1462|2703-1454","2703-1462","","https://openalex.org/I114112103","https://ror.org/0304hq317","Leibniz-Universität Hannover, Deutschland"
"https://openalex.org/W4281846820","Supplement of ""'do' Unchained: Embracing Local Imperativity in a Purely Functional Language""","proceedings","2022-06-01",2022,TRUE,"","https://doi.org/10.5281/zenodo.6606640","","","","https://openalex.org/I102335020|https://openalex.org/I4210164937","https://ror.org/04t3en479|https://ror.org/05k87vq12","Karlsruhe Institute of Technology|Microsoft Research"
"https://openalex.org/W4280639221","Slashing the Disaggregation Tax in Heterogeneous Data Centers with FractOS","proceedings","2022-05-17",2022,TRUE,"","https://doi.org/10.5281/zenodo.6558298","","","","https://openalex.org/I47508984|https://openalex.org/I174306211|https://openalex.org/I174306211|https://openalex.org/I4210113131|https://openalex.org/I78650965|https://openalex.org/I4210113131|https://openalex.org/I4210113131|https://openalex.org/I78650965|https://openalex.org/I174306211","https://ror.org/041kmwe10|https://ror.org/03qryx823|https://ror.org/03qryx823|https://ror.org/0260qqv98|https://ror.org/042aqky30|https://ror.org/0260qqv98|https://ror.org/0260qqv98|https://ror.org/042aqky30|https://ror.org/03qryx823","Imperial College London|Technion - Israel Institute of Technology|Technion - Israel Institute of Technology|Barkhausen Institut|TECHNISCHE UNIVERSITÄT DRESDEN|Barkhausen Institut|Barkhausen Institut|TECHNISCHE UNIVERSITÄT DRESDEN|Technion - Israel Institute of Technology"
"https://openalex.org/W4280520718","Arbeitsmarkt und Arbeitsmarktpolitik","monograph","2022-05-16",2022,FALSE,"closed","https://doi.org/10.36198/9783838556901","","","","https://openalex.org/I2799784675|https://openalex.org/I100066346","https://ror.org/03zcpvf19|https://ror.org/04vnq7t77","Universität Bochum|Universität Stuttgart"
"https://openalex.org/W4280579356","Die Kunst des Zusammenlebens","monograph","2022-05-16",2022,FALSE,"closed","https://doi.org/10.13109/9783666560507","","","","https://openalex.org/I114112103","https://ror.org/0304hq317","Leibniz Universität Hannover Deutschland"
"https://openalex.org/W4280596087","Linear time-continuous state-space realization of flame transfer functions by means of a propagation equation","proceedings","2022-05-16",2022,TRUE,"","https://doi.org/10.5281/zenodo.6554180","","","","https://openalex.org/I62916508|https://openalex.org/I62916508|https://openalex.org/I62916508","https://ror.org/02kkvpp62|https://ror.org/02kkvpp62|https://ror.org/02kkvpp62","Technical University of Munich|Technical University of Munich|Technical University of Munich"
"https://openalex.org/W4280609007","Interplay of Clusters of Acoustic and Intrinsic Thermoacoustic Modes in Can-Annular Combustors","proceedings","2022-05-16",2022,TRUE,"","https://doi.org/10.5281/zenodo.6553746","","","","https://openalex.org/I62916508|https://openalex.org/I62916508|https://openalex.org/I62916508|https://openalex.org/I62916508|https://openalex.org/I62916508","https://ror.org/02kkvpp62|https://ror.org/02kkvpp62|https://ror.org/02kkvpp62|https://ror.org/02kkvpp62|https://ror.org/02kkvpp62","Technical University of Munich|Technical University of Munich|Technical University of Munich|Technical University of Munich|Technical University of Munich"
"https://openalex.org/W4223926430","The DataLad Handbook","book","2022-04-15",2022,FALSE,"","https://doi.org/10.5281/zenodo.6463273","","","","https://openalex.org/I171892758|https://openalex.org/I171892758|https://openalex.org/I107672454|https://openalex.org/I44260953|https://openalex.org/I171892758|https://openalex.org/I44260953|https://openalex.org/I171892758|https://openalex.org/I171892758|https://openalex.org/I97018004|https://openalex.org/I107672454|https://openalex.org/I95793202|https://openalex.org/I4210130445|https://openalex.org/I5023651|https://openalex.org/I44260953|https://openalex.org/I1292859797|https://openalex.org/I44260953|https://openalex.org/I44260953||https://openalex.org/I5023651|https://openalex.org/I2802085568|https://openalex.org/I887968799||https://openalex.org/I4210141171|https://openalex.org/I5023651||https://openalex.org/I913958620|https://openalex.org/I64295750|https://openalex.org/I201448701|https://openalex.org/I95674353|https://openalex.org/I95793202|https://openalex.org/I171892758|https://openalex.org/I4210120221|https://openalex.org/I1338135719|https://openalex.org/I157485424|https://openalex.org/I171892758|https://openalex.org/I97565354|https://openalex.org/I44260953|https://openalex.org/I4210155580|https://openalex.org/I171892758|https://openalex.org/I31512782|https://openalex.org/I2801838318|https://openalex.org/I44260953","https://ror.org/02nv7yv05|https://ror.org/02nv7yv05|https://ror.org/049s0rh22|https://ror.org/024z2rq82|https://ror.org/02nv7yv05|https://ror.org/024z2rq82|https://ror.org/02nv7yv05|https://ror.org/02nv7yv05|https://ror.org/00f54p054|https://ror.org/049s0rh22|https://ror.org/00ggpsq73|https://ror.org/0387jng26|https://ror.org/01pxwe438|https://ror.org/024z2rq82|https://ror.org/05ghs6f64|https://ror.org/024z2rq82|https://ror.org/024z2rq82||https://ror.org/01pxwe438|https://ror.org/046eh8t80|https://ror.org/04xfq0f34||https://ror.org/04smrs866|https://ror.org/01pxwe438||https://ror.org/057w15z03|https://ror.org/01hhf7w52|https://ror.org/00cvxb145|https://ror.org/02495e989|https://ror.org/00ggpsq73|https://ror.org/02nv7yv05|https://ror.org/02pp7px91|https://ror.org/03e71c577|https://ror.org/05apxxy63|https://ror.org/02nv7yv05|https://ror.org/019whta54|https://ror.org/024z2rq82|https://ror.org/05rzmnp25|https://ror.org/02nv7yv05|https://ror.org/05n911h24|https://ror.org/05e8s8534|https://ror.org/024z2rq82","Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Dartmouth College, Hanover, NH, United States|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany and Institute of Systems Neuroscience, Medical Faculty, Heinrich Heine University Düsseldorf, Düsseldorf, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany and Institute of Systems Neuroscience, Medical Faculty, Heinrich Heine University Düsseldorf, Düsseldorf, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Stanford University, Stanford, CA, United States|Dartmouth College, Hanover, NH, United States|Department of Biological Psychology, Otto von Guericke University Magdeburg, Magdeburg, Germany|Max Planck School of Cognition, Leipzig, Germany|McGill University|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany and Institute of Systems Neuroscience, Medical Faculty, Heinrich Heine University Düsseldorf, Düsseldorf, Germany|Montréal Neurological Institute, McGill University, Montréal, Canada|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany and Institute of Systems Neuroscience, Medical Faculty, Heinrich Heine University Düsseldorf, Düsseldorf, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany and Institute of Systems Neuroscience, Medical Faculty, Heinrich Heine University Düsseldorf, Düsseldorf, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7)|McGill University|CHDI Foundation|Imaging in Neurodegenerative Diseases, University Hospital RWTH Aachen|Department of Computer Science and Software Engineering, Concordia University, Montreal|Institute of Neuroscience and Medicine, Structural and functional organisation of the brain (INM-1)|Bioengineering Department, McGill University, Montreal|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7)|Erasmus School of Social and Behavioral Sciences, Erasmus University Rotterdam|Indian Institute of Technology Indore, Madhya Pradesh, India|The University of Washington, Seattle, WA, United States of America|Université catholique de Louvain, Louvain la neuve, Belgium|Otto von Guericke University Magdeburg, Magdeburg, Germany|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Center for Adaptive Rationality, Max Planck Institute for Human Development, Berlin, Germany|The Centre for Addiction and Mental Health|Korea Advanced Institute of Science and Technology, Daejeon, Korea|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Department of Radiology, Lausanne University Hospital and University of Lausanne, Lausanne, Switzerland|Department of Experimental Psychology, Heinrich-Heine University Düsseldorf, Düsseldorf, Germany|University of the Ryukyus|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany|Technical University of Darmstadt|Medical Physics Department, Institut Jules Bordet, Brussels, Belgium|Institute of Neuroscience and Medicine, Brain & Behaviour (INM-7), Research Centre Jülich, Jülich, Germany and Institute of Systems Neuroscience, Medical Faculty, Heinrich Heine University Düsseldorf, Düsseldorf, Germany"
"https://openalex.org/W4224287133","Das Spießerverdikt","monograph","2022-03-30",2022,FALSE,"closed","https://doi.org/10.14361/9783839455333","2703-0040|2703-0059","2703-0059","","https://openalex.org/I78650965|https://openalex.org/I78650965","https://ror.org/042aqky30|https://ror.org/042aqky30","Technische Universität Dresden, Deutschland|Technische Universität Dresden, Deutschland"
"https://openalex.org/W4220796113","DINI-Zertifikat für Open-Access-Publikationsdienste 2022 - Request for Comments","book","2022-03-28",2022,FALSE,"","https://doi.org/10.5281/zenodo.6389914","","","","|||https://openalex.org/I4210101368|https://openalex.org/I4210144607|https://openalex.org/I4210101368|https://openalex.org/I20121455|https://openalex.org/I10889393|https://openalex.org/I20121455|https://openalex.org/I4210110517|https://openalex.org/I2802635041|https://openalex.org/I4210145204|https://openalex.org/I4577782|https://openalex.org/I2800024560|","|||https://ror.org/00pwcvj19|https://ror.org/0493yt138|https://ror.org/00pwcvj19|https://ror.org/02hpadn98|https://ror.org/02vvvm705|https://ror.org/02hpadn98|https://ror.org/01n7gem85|https://ror.org/04aj4c181|https://ror.org/04wxnsj81|https://ror.org/03v4gjf40|https://ror.org/03a96gc12|","The Library Code|Niedersächsische Staats- und Universitätsbibliothek Göttingen|Universitätsbibliothek Chemnitz|Universitätsbibliothek Kassel|Universitätsbibliothek Regensburg|Staats- und Universitätsbibliothek Hamburg|Universitätsbibliothek Bielefeld|Jade Hochschule|Universitätsbibliothek Bielefeld|Deutsche Nationalbibliothek|Technische Informationsbibliothek (TIB)|DataCite|Technische Universität Berlin, Universitätsbibliothek|ZBW – Deutsche Zentralbibliothek für Wirtschaftswissenschaften|Bibliotheksservice-Zentrum Baden-Württemberg (BSZ)"
"https://openalex.org/W4220726981","QueryFS: compiling queries to define a filesystem","proceedings","2022-03-22",2022,FALSE,"","https://doi.org/10.5281/zenodo.6308532","","","","https://openalex.org/I62916508","https://ror.org/02kkvpp62","Technical University of Munich"
"https://openalex.org/W4220653946","Die Aktualität des Unzeitgemäßen","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328015","","","","https://openalex.org/I75951250|||https://openalex.org/I31512782|https://openalex.org/I31512782|https://openalex.org/I75951250|","https://ror.org/046ak2485|||https://ror.org/05n911h24|https://ror.org/05n911h24|https://ror.org/046ak2485|","Freie Universität Berlin, Germany|Karlsruher Institut für Technologie, Germany|Karlsruher Institut für Technologie, Germany|Technische Universität Darmstadt, Germany|Technische Universität Darmstadt, Germany|Freie Universität Berlin, Germany|Karlsruher Institut für Technologie, Germany"
"https://openalex.org/W4220660707","Kategorientheoretische Ontologieentwicklung und Wissensmodellierung für die Digital Humanities","proceedings","2022-03-07",2022,TRUE,"","https://doi.org/10.5281/zenodo.6327995","","","","https://openalex.org/I31512782","https://ror.org/05n911h24","TU Darmstadt, Germany"
"https://openalex.org/W4220691431","Optimiertes Peer Reviewing in den Digital Humanities","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328003","","","","https://openalex.org/I31512782|https://openalex.org/I4210144607||https://openalex.org/I926574661|https://openalex.org/I180923762|https://openalex.org/I180923762|https://openalex.org/I2800638415","https://ror.org/05n911h24|https://ror.org/0493yt138||https://ror.org/03s7gtk40|https://ror.org/00rcxh774|https://ror.org/00rcxh774|https://ror.org/012m9bp23","Technische Universität Darmstadt, Deutschland|Universitätsbibliothek Braunschweig, Deutschland|Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz, Österreich|Universität Leipzig, Deutschland|Universität zu Köln, Deutschland|Universität zu Köln, Deutschland|FH Potsdam, Deutschland"
"https://openalex.org/W4220713648","Forschendes Lernen digital","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6327933","","","","https://openalex.org/I159176309|https://openalex.org/I159176309|https://openalex.org/I31512782|https://openalex.org/I31512782|https://openalex.org/I31512782|https://openalex.org/I159176309|https://openalex.org/I31512782","https://ror.org/00g30e956|https://ror.org/00g30e956|https://ror.org/05n911h24|https://ror.org/05n911h24|https://ror.org/05n911h24|https://ror.org/00g30e956|https://ror.org/05n911h24","Universität Hamburg, Germany|Universität Hamburg, Germany|Technische Universität Darmstadt|Technische Universität Darmstadt|Technische Universität Darmstadt|Universität Hamburg, Germany|Technische Universität Darmstadt"
"https://openalex.org/W4220722114","Jung, wild, emotional? Rollen und Emotionen Jugendlicher in zeitgenössischer Fantasy-Literatur","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6327983","","","","https://openalex.org/I159176309|https://openalex.org/I31512782","https://ror.org/00g30e956|https://ror.org/05n911h24","Universität Hamburg, Germany|Technische Universität Darmstadt"
"https://openalex.org/W4220750121","Gedächtnis digitaler Kulturen und digitaler Geisteswissenschaften - Plädoyer für eine Wissenschaftsgeschichte der DH","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6327927","","","","https://openalex.org/I100066346","https://ror.org/04vnq7t77","Universität Stuttgart, Germany"
"https://openalex.org/W4220776193","""Ja, jetzt ist das langweilig. Aber in zwanzig Jahren!"" - Bereitstellung, Zugang und Analyse literarischer Blogs am Beispiel des Techniktagebuchs","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328029","","","","https://openalex.org/I100066346|https://openalex.org/I4210113839|https://openalex.org/I100066346","https://ror.org/04vnq7t77|https://ror.org/01d5ccc15|https://ror.org/04vnq7t77","Universität Stuttgart, Institut für maschinelle Sprachverarbeitung|Deutsches Literaturarchiv Marbach, Germany|Universität Stuttgart, Institut für maschinelle Sprachverarbeitung"
"https://openalex.org/W4220798953","Offen für alle(s)? Open Identities im Reviewprozess der DHd-Konferenz","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328145","","","","https://openalex.org/I926574661|https://openalex.org/I23277345|https://openalex.org/I180923762|https://openalex.org/I31512782|https://openalex.org/I31512782|https://openalex.org/I180923762|https://openalex.org/I15766117|https://openalex.org/I2800638415","https://ror.org/03s7gtk40|https://ror.org/05jgq9443|https://ror.org/00rcxh774|https://ror.org/05n911h24|https://ror.org/05n911h24|https://ror.org/00rcxh774|https://ror.org/01faaaf77|https://ror.org/012m9bp23","Universität Leipzig|Berlin-Brandenburgische Akademie der Wissenschaften|Universität zu Köln|Technische Universität Darmstadt|Technische Universität Darmstadt|Universität zu Köln|Universität Graz|Fachhochschule Potsdam"
"https://openalex.org/W4220801539","Inter Annotator Agreement und Intersubjektivität - Ein Vorschlag zur Messbarkeit der Qualität literaturwissenschaftlicher Annotationen","proceedings","2022-03-07",2022,TRUE,"","https://doi.org/10.5281/zenodo.6328209","","","","https://openalex.org/I31512782|https://openalex.org/I31512782","https://ror.org/05n911h24|https://ror.org/05n911h24","Technische Universität Darmstadt, Germany|Technische Universität Darmstadt, Germany"
"https://openalex.org/W4220824344","Aktualität und Gedächtnis - Zur korpusanalytischen Untersuchung von Gegenwartsliteratur auf Twitter","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328095","","","","https://openalex.org/I78650965|https://openalex.org/I36522303","https://ror.org/042aqky30|https://ror.org/00r1edq15","TU Dresden, Germany|Universität Greifswald, Germany"
"https://openalex.org/W4220859880","Das DFG Schwerpunktprogramm Computational Literary Studies","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328129","","","","https://openalex.org/I25974101|https://openalex.org/I100066346","https://ror.org/00fbnyb24|https://ror.org/04vnq7t77","Julius-Maximilians-Universität Würzburg, Germany|Universität Stuttgart, Germany"
"https://openalex.org/W4220890887","Mein liebster Schatz! Das Citizen Science-Projekt Gruß & Kuss stellt sich vor","proceedings","2022-03-07",2022,TRUE,"","https://doi.org/10.5281/zenodo.6328189","","","","https://openalex.org/I31512782|https://openalex.org/I107257983|https://openalex.org/I31512782|https://openalex.org/I16264642|https://openalex.org/I16264642|https://openalex.org/I16264642|https://openalex.org/I107257983|https://openalex.org/I31512782|https://openalex.org/I31512782|https://openalex.org/I107257983|https://openalex.org/I16264642","https://ror.org/05n911h24|https://ror.org/047wbd030|https://ror.org/05n911h24|https://ror.org/04j351e79|https://ror.org/04j351e79|https://ror.org/04j351e79|https://ror.org/047wbd030|https://ror.org/05n911h24|https://ror.org/05n911h24|https://ror.org/047wbd030|https://ror.org/04j351e79","TU Darmstadt|Hochschule Darmstadt|TU Darmstadt|Universität Koblenz|Universität Koblenz|Universität Koblenz|Hochschule Darmstadt|TU Darmstadt, Universitäts- und Landesbibliothek|TU Darmstadt, Universitäts- und Landesbibliothek|Hochschule Darmstadt|Universität Koblenz"
"https://openalex.org/W4220914745","Aufführungsinformationen in der Mixed Music - Systematische Herausforderungen als Indikatoren musikpraktischer Tendenzen","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6327907","","","","https://openalex.org/I78650965","https://ror.org/042aqky30","TU Dresden, Germany"
"https://openalex.org/W4220938794","Beyond Budweiser - Creating a Digital Archive of Popular German-American Newspaper Literature","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6328049","","","","https://openalex.org/I120402012|https://openalex.org/I100066346","https://ror.org/02g01cb27|https://ror.org/04vnq7t77","German Historical Institute Washington DC|Universität Stuttgart, Institut für Maschinelle Sprachverarbeitung"
"https://openalex.org/W4220939456","Textexplorationen in der digitalen Literaturwissenschaft - Eine kritische und angewandte Auseinandersetzung mit Repräsentations- und Interpretationsansätzen von Text","proceedings","2022-03-07",2022,FALSE,"","https://doi.org/10.5281/zenodo.6327935","","","","https://openalex.org/I4577782|https://openalex.org/I4577782||","https://ror.org/03v4gjf40|https://ror.org/03v4gjf40||","Københavns Universitet; Technische Universität Berlin|Technische Universität Berlin|Universitätsbibliothek Erlangen-Nürnberg|Le Mans Université"
